Begin,END,xmin,ymin,xmax,ymax,Xdiff,Ydiff,EPslewrmax,Epslewfmax,Epslewrmin,Epslewfmin,Epcapfmax,Epcapfmin,Epcaprmax,Epcaprmin,Spslewfmax,Spslewfmin,Spslewrmin,Spslewrmax,arrival max,arrival min,skew,GBA,PBA
m_mFW_reg_15__160_/QN,m_mZ_reg_0__122_/D,54.072,1132.56,805.752,662.76,751.68,-469.8,30.1,32.4,12.8,12.4,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,36.119,19.8,1529.319,1463.219
m_mFW_reg_5__180_/QN,m_mZ_reg_5__38_/D,120.816,353.88,845.064,688.68,724.248,334.8,29.9,32,10.2,10.6,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,42.719,6.8,1509.6,1448.719
m_mFW_reg_11__270_/QN,m_mZ_reg_11__81_/D,408.96,770.76,838.584,755.64,429.624,-15.12,27.2,28.6,10.3,10.6,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,15.119,17.3,1539.2,1451.119
m_mFW_reg_8__380_/QN,m_mZ_reg_5__57_/D,287.136,792.36,800.784,701.64,513.648,-90.72,38.2,34.3,11.3,10.8,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,24.919,35.6,1506.219,1443.619
m_mFW_reg_14__132_/QN,m_mZ_reg_14__103_/D,418.248,1431.72,838.152,793.44,419.904,-638.28,24.7,26.3,9.6,9.9,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,12.819,37,1521.119,1415.219
m_mFW_reg_15__160_/QN,m_mZ_reg_15__126_/D,54.072,1132.56,777.888,615.24,723.816,-517.32,36.9,38.3,10.9,11.2,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,37.919,18,1513.6,1454.719
m_mFW_reg_14__132_/QN,m_mZ_reg_5__104_/D,418.248,1431.72,843.768,694.08,425.52,-737.64,28.4,30.7,9.5,9.8,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,18.719,31.1,1493.119,1412.519
m_mFW_reg_5__180_/QN,m_mZ_reg_8__35_/D,120.816,353.88,808.128,838.8,687.312,484.92,30.9,33.6,13.6,12.8,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,25.119,24.4,1523.8,1436.619
m_mFW_reg_8__352_/QN,m_mZ_reg_17__59_/D,365.544,739.44,755.208,632.52,389.664,-106.92,44.3,40.4,11.7,11.4,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,42.519,21.7,1501.219,1442.619
m_mFW_reg_17__331_/QN,m_mZ_reg_14__126_/D,317.376,1113.12,846.144,797.76,528.768,-315.36,24.3,25.9,9.7,10.1,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,13.419,22.7,1511.4,1448.819
m_mFW_reg_11__270_/QN,m_mZ_reg_5__81_/D,408.96,770.76,831.024,696.24,422.064,-74.52,31.8,33.7,11.5,11.9,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,18.819,13.6,1537.9,1453.019
m_mFW_reg_6__854_/QN,m_mZ_reg_3__59_/D,52.992,1034.28,820.656,686.52,767.664,-347.76,34.8,31.4,9.7,9.6,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,33.419,30.6,1514.119,1451.519
m_mFW_reg_7__350_/QN,m_mZ_reg_16__59_/D,317.376,737.28,769.248,644.4,451.872,-92.88,43.7,39.9,11.8,11.6,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.119,27.7,1522,1464.519
m_mFW_reg_12__465_/QN,m_mZ_reg_6__104_/D,445.896,1113.12,838.152,824.76,392.256,-288.36,23.9,25.6,9,9.4,0.429,0.381,0.429,0.383,28.8,26.8,29.3,31.8,69.019,31.219,37.8,1496.819,1440.919
m_mFW_reg_15__160_/QN,m_mZ_reg_3__122_/D,54.072,1132.56,805.536,687.6,751.464,-444.96,29.3,31.6,11.7,11.5,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,33.819,22.1,1520,1458.819
m_mFW_reg_4__330_/QN,m_mZ_reg_10__37_/D,302.472,306.36,831.024,716.76,528.552,410.4,27.6,29.7,9.6,10,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,18.519,30.6,1537.3,1430.419
m_mFW_reg_7__350_/QN,m_mZ_reg_4__59_/D,317.376,737.28,815.904,671.4,498.528,-65.88,37.6,33.3,11.2,10.9,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,31.819,30,1518.1,1462.119
m_mFW_reg_9__132_/QN,m_mZ_reg_3__81_/D,388.008,1067.76,828.864,681.12,440.856,-386.64,36.2,37.1,9.3,9.5,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,42.119,8.6,1538.6,1452.719
m_mFW_reg_2__327_/QN,m_mZ_reg_11__16_/D,521.496,304.2,843.768,750.24,322.272,446.04,26.7,28.1,9.8,10.1,0.429,0.381,0.429,0.383,39.9,37.9,43.2,46,52.219,18.819,33.4,1524.219,1418.119
m_mFW_reg_8__380_/QN,m_mZ_reg_2__60_/D,287.136,792.36,823.248,648.72,536.112,-143.64,37.5,33.5,10.9,10.7,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,45.819,14.7,1537.9,1455.219
m_mFW_reg_10__270_/QN,m_mZ_reg_16__81_/D,418.248,771.84,767.736,627.12,349.488,-144.72,36.8,38.2,10.9,11.1,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,38.719,-6.7,1506.018,1454.619
count_val_reg_6_/QN,m_mZ_reg_4__121_/D,740.952,573.12,791.496,678.96,50.544,105.84,26.8,28.7,11.6,11.3,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,38.119,14.8,1518.4,1514.919
m_mFW_reg_11__270_/QN,m_mZ_reg_14__81_/D,408.96,770.76,836.208,788.04,427.248,17.28,34.7,37.8,10,10.2,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,12.619,19.8,1496.719,1441.519
m_mFW_reg_10__270_/QN,m_mZ_reg_16__82_/D,418.248,771.84,761.904,617.4,343.656,-154.44,35,36.6,10.6,10.6,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,41.519,-9.5,1511.7,1455.319
m_mFW_reg_15__160_/QN,m_mZ_reg_15__125_/D,54.072,1132.56,770.544,623.88,716.472,-508.68,34,35.7,9.6,9.6,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,37.719,18.2,1512.819,1456.719
m_mFW_reg_11__270_/QN,m_mZ_reg_17__82_/D,408.96,770.76,754.128,623.88,345.168,-146.88,35.2,36.8,10.7,10.7,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,42.019,-9.6,1544.3,1486.419
m_mFW_reg_7__350_/QN,m_mZ_reg_1__59_/D,317.376,737.28,813.096,645.48,495.72,-91.8,36.1,32.4,10.2,10,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.219,27.6,1534,1462.819
m_mFW_reg_8__380_/QN,m_mZ_reg_11__57_/D,287.136,792.36,800.784,750.24,513.648,-42.12,37.9,33.4,11,10.6,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,25.919,34.6,1513.219,1440.919
m_mFW_reg_15__160_/QN,m_mZ_reg_12__122_/D,54.072,1132.56,805.536,808.56,751.464,-324,27.7,29.7,11.8,11.5,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,25.419,30.5,1542.2,1447.919
m_mFW_reg_14__132_/QN,m_mZ_reg_17__104_/D,418.248,1431.72,753.048,614.16,334.8,-817.56,35.5,37.1,10.8,10.9,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,42.619,7.2,1536.7,1433.319
m_mFW_reg_2__270_/QN,m_mZ_reg_11__15_/D,400.968,325.8,837.936,750.24,436.968,424.44,26.4,27.9,9.7,9.9,0.429,0.381,0.429,0.383,25.1,23,24.6,27.2,55.119,18.819,36.3,1512.219,1438.019
count_val_reg_6_/QN,m_mZ_reg_13__121_/D,740.952,573.12,790.848,778.32,49.896,205.2,30.3,32.9,11.8,11.5,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,31.119,21.8,1553.1,1505.019
m_mFW_reg_14__132_/QN,m_mZ_reg_14__104_/D,418.248,1431.72,843.552,784.8,425.304,-646.92,33.6,36.8,9.1,9.4,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,14.119,35.7,1504.019,1399.319
m_mFW_reg_16__165_/QN,m_mZ_reg_7__125_/D,47.808,1109.88,823.464,839.88,775.656,-270,31,33.7,10,10.5,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,23.619,34.6,1535.7,1430.119
m_mFW_reg_11__270_/QN,m_mZ_reg_17__81_/D,408.96,770.76,760.176,629.28,351.216,-141.48,35.3,36.9,10.5,10.6,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,38.919,-6.5,1522.119,1469.819
m_mFW_reg_5__180_/QN,m_mZ_reg_2__38_/D,120.816,353.88,830.808,631.44,709.992,277.56,31.8,34.8,9.7,10.2,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,39.719,9.8,1511.3,1439.019
m_mFW_reg_15__125_/QN,m_mZ_reg_6__124_/D,115.2,1101.24,815.904,828,700.704,-273.24,30.2,32.1,13,12.7,0.429,0.381,0.429,0.383,60.1,58,69.9,72.7,55.219,27.919,27.3,1493.919,1434.019
m_mFW_reg_2__270_/QN,m_mZ_reg_5__15_/D,400.968,325.8,838.584,698.4,437.616,372.6,28.8,31.1,9.8,10.1,0.429,0.381,0.429,0.383,25.1,23,24.6,27.2,55.119,18.719,36.4,1495.619,1435.119
m_mFW_reg_9__132_/QN,m_mZ_reg_0__81_/D,388.008,1067.76,830.808,650.88,442.8,-416.88,27.9,30.2,9.4,9.7,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,45.819,4.9,1490.318,1453.919
m_mFW_reg_15__125_/QN,m_mZ_reg_0__124_/D,115.2,1101.24,820.656,658.44,705.456,-442.8,27.8,30.1,11.5,11,0.429,0.381,0.429,0.383,60.1,58,69.9,72.7,55.219,45.419,9.8,1490.919,1450.319
m_mFW_reg_8__380_/QN,m_mZ_reg_11__58_/D,287.136,792.36,815.688,768.6,528.552,-23.76,39.3,34.8,11.1,10.8,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,33.819,26.7,1520.2,1449.219
m_mFW_reg_8__380_/QN,m_mZ_reg_14__60_/D,287.136,792.36,828.216,790.2,541.08,-2.16,37.4,33.1,10.1,9.9,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,11.219,49.3,1523.318,1410.619
m_mFW_reg_1__391_/QN,m_mZ_reg_10__15_/D,431.64,308.52,831.024,722.16,399.384,413.64,27.3,29.4,9.6,9.9,0.429,0.381,0.429,0.383,24.8,22.7,24.3,26.9,47.019,18.719,28.3,1504.818,1420.219
m_mFW_reg_0__270_/QN,m_mZ_reg_9__16_/D,395.568,324.72,838.584,736.2,443.016,411.48,27,28.4,9.9,10.3,0.429,0.381,0.429,0.383,25.8,23.7,25.5,28.1,55.319,17.619,37.7,1503.819,1428.819
m_mFW_reg_8__380_/QN,m_mZ_reg_14__58_/D,287.136,792.36,813.096,791.28,525.96,-1.08,38.4,34,10.5,10.2,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,32.119,28.4,1510.2,1446.819
m_mFW_reg_6__854_/QN,m_mZ_reg_6__59_/D,52.992,1034.28,823.032,822.6,770.04,-211.68,38.1,34.1,9.6,9.4,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,27.619,36.4,1542.4,1437.318
m_mFW_reg_4__330_/QN,m_mZ_reg_1__36_/D,302.472,306.36,813.528,636.84,511.056,330.48,34.9,37.6,12.2,12.5,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,40.819,8.3,1495.719,1456.119
m_mFW_reg_6__854_/QN,m_mZ_reg_9__60_/D,52.992,1034.28,823.248,739.44,770.256,-294.84,38.9,34.4,10.9,10.6,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,18.019,46,1536.9,1420.318
m_mFW_reg_14__132_/QN,m_mZ_reg_11__104_/D,418.248,1431.72,843.336,752.4,425.088,-679.32,25.7,27.3,9.1,9.5,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,18.819,31,1508.6,1404.419
m_mFW_reg_7__350_/QN,m_mZ_reg_4__60_/D,317.376,737.28,820.872,673.56,503.496,-63.72,36.2,32.1,10.4,10.3,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,32.419,29.4,1509.4,1437.619
m_mFW_reg_6__854_/QN,m_mZ_reg_0__59_/D,52.992,1034.28,823.032,659.52,770.04,-374.76,37.1,33.2,10.8,10.6,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,45.419,18.6,1524.218,1453.919
m_mFW_reg_5__180_/QN,m_mZ_reg_14__36_/D,120.816,353.88,820.656,782.64,699.84,428.76,30.5,33.7,11.9,11.3,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,31.919,17.6,1509.3,1436.819
m_mFW_reg_7__350_/QN,m_mZ_reg_1__60_/D,317.376,737.28,813.096,640.08,495.72,-97.2,37.5,33.5,10.8,10.5,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.219,27.6,1535.1,1438.619
m_mFW_reg_6__854_/QN,m_mZ_reg_12__59_/D,52.992,1034.28,829.08,817.2,776.088,-217.08,41.2,36.8,11.5,11.1,0.429,0.381,0.429,0.383,54.8,52.6,62.9,65.7,64.019,31.719,32.3,1519.5,1439.019
m_mFW_reg_17__331_/QN,m_mZ_reg_17__124_/D,317.376,1113.12,745.056,634.68,427.68,-478.44,37.4,40.7,12.9,12.5,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,43.819,-7.7,1522.019,1459.119
m_mFW_reg_4__330_/QN,m_mZ_reg_4__36_/D,302.472,306.36,821.304,662.76,518.832,356.4,29,31.2,11,11.2,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,45.219,3.9,1524.9,1458.619
m_mFW_reg_8__380_/QN,m_mZ_reg_11__60_/D,287.136,792.36,831.024,767.52,543.888,-24.84,37,32.8,10,9.8,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,15.119,45.4,1493.919,1411.319
m_mFW_reg_15__160_/QN,m_mZ_reg_6__122_/D,54.072,1132.56,800.784,826.92,746.712,-305.64,27.3,29.4,11.4,11.2,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,27.919,28,1533,1442.619
m_mFW_reg_5__180_/QN,m_mZ_reg_11__36_/D,120.816,353.88,815.904,767.52,695.088,413.64,31.2,34.4,12.3,11.8,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,33.819,15.7,1531.718,1437.619
m_mFW_reg_7__350_/QN,m_mZ_reg_16__60_/D,317.376,737.28,767.736,642.24,450.36,-95.04,42.8,39.5,11.2,11,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,34.119,27.7,1510.219,1435.919
m_mFW_reg_14__132_/QN,m_mZ_reg_2__103_/D,418.248,1431.72,828.648,626.04,410.4,-805.68,31.9,35,9.8,10.1,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,41.719,8.1,1534.4,1431.919
m_mFW_reg_8__352_/QN,m_mZ_reg_14__59_/D,365.544,739.44,823.464,791.28,457.92,51.84,40.3,42.4,9.6,9.4,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,11.119,53.1,1531.4,1394.619
m_mFW_reg_3__680_/QN,m_mZ_reg_3__37_/D,153.216,644.4,828.864,676.8,675.648,32.4,36.3,37.2,9.6,9.7,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,42.119,9.7,1541.7,1458.419
m_mFW_reg_10__270_/QN,m_mZ_reg_1__82_/D,418.248,771.84,823.464,630.36,405.216,-141.48,31.7,34.7,10.1,10.3,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,38.119,-6.1,1536.7,1441.219
m_mFW_reg_10__270_/QN,m_mZ_reg_1__81_/D,418.248,771.84,815.904,637.92,397.656,-133.92,34.1,36.9,11.1,11.4,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,40.819,-8.8,1525.5,1445.919
m_mFW_reg_13__351_/QN,m_mZ_reg_7__103_/D,483.696,1132.56,821.736,843.12,338.04,-289.44,30,32.8,9.8,10.1,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,21.219,44.6,1525,1428.819
m_mFW_reg_9__132_/QN,m_mZ_reg_3__82_/D,388.008,1067.76,838.368,681.12,450.36,-386.64,37.1,37.9,9.9,10.2,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,41.819,8.9,1489.218,1437.519
m_mFW_reg_5__180_/QN,m_mZ_reg_5__36_/D,120.816,353.88,820.872,689.76,700.056,335.88,28.3,30.7,11.7,11.3,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,33.519,16,1509.218,1433.519
m_mFW_reg_7__350_/QN,m_mZ_reg_13__59_/D,317.376,737.28,822.168,777.24,504.792,39.96,37.2,32.9,9.7,9.5,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,31.919,29.9,1518.7,1449.219
m_mFW_reg_8__352_/QN,m_mZ_reg_5__59_/D,365.544,739.44,823.464,698.4,457.92,-41.04,43.2,45.3,11.2,10.8,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,19.619,44.6,1513.619,1401.319
m_mFW_reg_3__680_/QN,m_mZ_reg_0__37_/D,153.216,644.4,831.024,646.56,677.808,2.16,31.9,35,10.2,10.4,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,46.219,5.6,1520.119,1462.719
m_mFW_reg_15__160_/QN,m_mZ_reg_3__125_/D,54.072,1132.56,831.024,680.04,776.952,-452.52,37.1,37.9,9.8,10,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,41.819,14.1,1522.8,1447.419
m_mFW_reg_8__352_/QN,m_mZ_reg_11__59_/D,365.544,739.44,830.808,769.68,465.264,30.24,41.1,43.2,10.1,9.9,0.429,0.381,0.429,0.383,88.8,86.9,108.6,111.2,64.219,15.019,49.2,1505.9,1396.519
m_mFW_reg_17__331_/QN,m_mZ_reg_11__124_/D,317.376,1113.12,823.464,765.36,506.088,-347.76,30.5,33.7,12,11.4,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,34.119,2,1538,1444.319
m_mFW_reg_3__680_/QN,m_mZ_reg_15__37_/D,153.216,644.4,769.68,620.64,616.464,-23.76,35.6,37.2,10.1,10.4,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,37.619,14.2,1488.918,1452.319
m_mFW_reg_17__331_/QN,m_mZ_reg_14__124_/D,317.376,1113.12,815.904,782.64,498.528,-330.48,31.6,34.8,12.4,11.9,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,31.919,4.2,1508.319,1441.719
m_mFW_reg_17__331_/QN,m_mZ_reg_2__126_/D,317.376,1113.12,830.592,634.68,513.216,-478.44,32.3,35.3,10.2,10.6,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,39.719,-3.6,1486.919,1464.019
m_mFW_reg_16__143_/QN,m_mZ_reg_7__126_/D,75.672,1134.72,830.16,837.72,754.488,-297,29.3,31.3,10.2,10.7,0.429,0.381,0.429,0.383,59.5,57.5,69.1,71.7,59.319,29.519,29.8,1513.919,1428.319
m_mFW_reg_17__331_/QN,m_mZ_reg_2__124_/D,317.376,1113.12,821.736,644.4,504.36,-468.72,31.6,34.6,12.3,11.8,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,45.919,-9.8,1514.8,1455.119
m_mFW_reg_15__160_/QN,m_mZ_reg_3__126_/D,54.072,1132.56,838.584,677.88,784.512,-454.68,37.4,38.2,9.6,9.9,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,41.319,14.6,1515.6,1439.819
m_mFW_reg_3__680_/QN,m_mZ_reg_12__36_/D,153.216,644.4,823.464,806.4,670.248,162,27.5,29.8,12.1,11.5,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,11.219,40.6,1492.519,1425.619
m_mFW_reg_15__160_/QN,m_mZ_reg_15__123_/D,54.072,1132.56,745.272,649.8,691.2,-482.76,31.7,34.8,13.7,12.9,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,31.419,24.5,1501.119,1428.419
m_mFW_reg_9__132_/QN,m_mZ_reg_0__82_/D,388.008,1067.76,838.152,645.48,450.144,-422.28,31.2,34.3,9.8,10.2,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,46.419,4.3,1517.319,1438.419
m_mFW_reg_15__160_/QN,m_mZ_reg_0__126_/D,54.072,1132.56,838.152,643.32,784.08,-489.24,31.2,34.3,9.9,10.3,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,46.519,9.4,1495.418,1445.019
m_mFW_reg_15__160_/QN,m_mZ_reg_0__125_/D,54.072,1132.56,830.592,651.96,776.52,-480.6,28.2,30.4,9.8,10.1,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,45.819,10.1,1491.719,1449.919
m_mFW_reg_13__351_/QN,m_mZ_reg_4__103_/D,483.696,1132.56,830.808,672.48,347.112,-460.08,37.4,38.2,9.8,10.1,0.429,0.381,0.429,0.383,25.5,23.6,25.4,27.7,65.819,42.219,23.6,1508.719,1442.419
m_mFW_reg_5__180_/QN,m_mZ_reg_2__37_/D,120.816,353.88,828.216,632.52,707.4,278.64,32.8,35.7,10,10.5,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,39.719,9.8,1524.9,1429.619
m_mFW_reg_15__160_/QN,m_mZ_reg_6__126_/D,54.072,1132.56,836.64,835.56,782.568,-297,28.1,30.3,9.7,10.1,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,30.419,25.5,1507.819,1427.819
m_mFW_reg_10__270_/QN,m_mZ_reg_4__81_/D,418.248,771.84,822.6,661.68,404.352,-110.16,29.5,31.6,10.3,10.7,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,45.419,-13.4,1507.619,1443.819
count_val_reg_6_/QN,m_mZ_reg_11__121_/D,740.952,573.12,785.664,744.84,44.712,171.72,26.3,28.2,11.4,11.2,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,26.219,26.7,1522.8,1481.219
count_val_reg_6_/QN,m_mZ_reg_17__121_/D,740.952,573.12,724.752,637.92,-16.2,64.8,37.8,41.1,12.3,12.1,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,31.819,21.1,1509.019,1490.019
m_mFW_reg_1__132_/QN,m_mZ_reg_4__16_/D,417.384,660.6,838.368,659.52,420.984,-1.08,37.6,38.4,9.7,10.1,0.429,0.381,0.429,0.383,26.3,24.2,26.2,28.7,47.419,43.919,3.5,1521.3,1437.519
m_mFW_reg_14__132_/QN,m_mZ_reg_2__104_/D,418.248,1431.72,831.024,627.12,412.776,-804.6,32.3,35.3,10,10.3,0.429,0.381,0.429,0.383,27,24.9,27,29.6,49.819,41.919,7.9,1499.619,1415.519
m_mFW_reg_3__680_/QN,m_mZ_reg_6__36_/D,153.216,644.4,821.736,810.72,668.52,166.32,29.1,31.2,12.1,11.9,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,11.319,40.5,1505.419,1420.519
count_val_reg_6_/QN,m_mZ_reg_16__120_/D,740.952,573.12,723.456,669.24,-17.496,96.12,28.7,31,12.2,11.7,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,32.019,20.9,1516.119,1480.119
m_mFW_reg_9__132_/QN,m_mZ_reg_6__82_/D,388.008,1067.76,836.64,834.48,448.632,-233.28,28.5,30.6,10.7,10.9,0.429,0.381,0.429,0.383,33.2,31.1,34.9,37.5,50.719,30.419,20.3,1490.919,1419.319
m_mFW_reg_5__180_/QN,m_mZ_reg_14__35_/D,120.816,353.88,813.096,783.72,692.28,429.84,32.7,35.8,12.9,12.5,0.429,0.381,0.429,0.383,24.3,22.2,23.6,26.2,49.519,31.919,17.6,1503.6,1421.219
m_mFW_reg_15__160_/QN,m_mZ_reg_9__123_/D,54.072,1132.56,807.048,737.28,752.976,-395.28,28.1,30.3,11.4,11.1,0.429,0.381,0.429,0.383,28,26.3,28.7,30.9,55.919,24.019,31.9,1543.6,1413.419
m_mFW_reg_7__350_/QN,m_mZ_reg_13__60_/D,317.376,737.28,828.216,779.4,510.84,42.12,37.3,33.1,10,9.8,0.429,0.381,0.429,0.383,23.3,21.5,22.8,25,61.819,11.519,50.3,1519.319,1398.519
m_mFW_reg_8__380_/QN,m_mZ_reg_8__60_/D,287.136,792.36,820.656,852.84,533.52,60.48,38.3,34.3,9.8,9.6,0.429,0.381,0.429,0.383,23.5,21.5,22.8,25.2,60.519,18.119,42.4,1525.4,1405.019
count_val_reg_6_/QN,m_mZ_reg_15__118_/D,740.952,573.12,707.688,657.36,-33.264,84.24,33.3,36.4,12.9,12.5,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,31.819,21.1,1529.2,1462.919
m_mFW_reg_4__330_/QN,m_mZ_reg_4__38_/D,302.472,306.36,830.376,658.44,527.904,352.08,30.7,32.7,10.6,11.1,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,45.219,3.9,1523.6,1430.419
m_mFW_reg_16__165_/QN,m_mZ_reg_7__124_/D,47.808,1109.88,820.656,838.8,772.848,-271.08,31.3,33.9,11.6,11.8,0.429,0.381,0.429,0.383,71,69.1,84.4,86.9,58.219,23.619,34.6,1511.919,1414.819
count_val_reg_6_/QN,m_mZ_reg_1__120_/D,740.952,573.12,783.504,674.64,42.552,101.52,26.6,28.5,11.5,11.2,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,33.519,19.4,1513.9,1477.419
m_mFW_reg_3__680_/QN,m_mZ_reg_3__38_/D,153.216,644.4,843.336,673.56,690.12,29.16,40.8,41.1,11.1,11.5,0.429,0.381,0.429,0.383,27.2,25.5,27.7,29.9,51.819,42.219,9.6,1522.619,1434.219
count_val_reg_6_/QN,m_mZ_reg_0__118_/D,740.952,573.12,770.544,662.76,29.592,89.64,31.3,34.2,12.2,11.8,0.429,0.381,0.429,0.383,25.1,22.8,24,27.4,52.919,32.819,20.1,1482.019,1461.419
m_mFW_reg_10__270_/QN,m_mZ_reg_13__81_/D,418.248,771.84,829.512,783.72,411.264,11.88,34.9,38,11.6,11.2,0.429,0.381,0.429,0.383,24,21.8,23.2,25.8,32.019,11.419,20.6,1536.4,1402.819
m_mFW_reg_17__331_/QN,m_mZ_reg_5__125_/D,317.376,1113.12,838.152,694.08,520.776,-419.04,30.6,32.6,10.7,11.1,0.429,0.381,0.429,0.383,26.6,24.5,26.5,29.1,36.119,18.719,17.4,1511.1,1415.919
m_mFW_reg_11__270_/QN,m_mZ_reg_5__82_/D,408.96,770.76,838.152,689.76,429.192,-81,29.2,31.4,9.9,10.2,0.429,0.381,0.429,0.383,24.8,22.7,24.2,26.8,32.419,42.219,-9.8,1514.719,1447.819
m_mFW_reg_4__330_/QN,m_mZ_reg_1__38_/D,302.472,306.36,820.656,624.96,518.184,318.6,32,35,9.8,10.3,0.429,0.381,0.429,0.383,25.1,23,24.6,27.3,49.119,41.519,7.6,1514.1,1425.119
